State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
New York,Monroe College,Master of Arts in Teaching (MAT) Early Childhood Urban Education / Urban Special Education,Dual,Masters,In Person or Online ,No,Dual,https://www.monroecollege.edu/academics/king-graduate-school/masters-arts-teaching
New York,Nazareth College,B.A. and B.S. in Inclusive Early Childhood/Childhood Education,Blended,Bachelors,In Person,No,Dual,https://www2.naz.edu/academics/early-childhood-elementary-education-degree
New York,Nazareth College,"M.S. Inclusive Early Childhood Education (birth-grade 2), Changing Developmental Level",Blended,Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,Nazareth College,"M.S. Inclusive Early Childhood Education (birth-grade 2), Same Developmental Level",Blended,Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,Nazareth College,M.S. Initial and Professional Certification (48 credits) in both Early Childhood and Students with Disabilities,Blended,Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,New York University,"MASTER OF ARTS Early Childhood Special Education Birth–Grade 2, Professional Certification",ECSE,Masters,In Person,No,ECSE,https://steinhardt.nyu.edu/degree/ma-early-childhood-special-education-birth-grade-2
New York,New York University,"BACHELOR OF SCIENCE Early Childhood Education and Early Childhood Special Education Birth–Grade 2, Initial Certification",Blended,Bachelors,In Person,No,Dual,https://steinhardt.nyu.edu/degree/bs-early-childhood-and-special-education-birth-grade-2/curriculum
New York,New York University,"MASTER OF ARTS Early Childhood Education and Special Education Birth–Grade 2, Initial Certification",Blended,Masters,In Person,No,ECSE,https://steinhardt.nyu.edu/degree/ma-early-childhood-and-special-education-birth-grade-2/curriculum
New York,Niagara University,Initial Certification with Masters in Early Childhood and Special Education B-2,Blended,Masters,Online,No,Dual,https://www.niagara.edu/early-childhood-and-special-education-online-masters
New York,Niagara University,Professional Certification with Masters in Early Childhood and Special Education B-2,Blended,Masters,Online,No,Dual,https://www.niagara.edu/early-childhood-and-special-education-online-masters
New York,Pace University,"EARLY CHILDHOOD DEVELOPMENT, LEARNING, AND INTERVENTION, MST",Dual,Masters,In Person or Online ,No,Dual,https://www.pace.edu/program/early-childhood-development-learning-and-intervention-mst
New York,Pace University,"Early Childhood/Childhood Education and Special Education Combined Degree Program, the Bachelor of Science and Masters of Science in Education",Blended,Integrated Bachelors/Masters,In Person,No,Dual and Elementary Ed,https://www.pace.edu/program/early-childhoodchildhood-education-bsspecial-education-msed
New York,Roberts Wesleyan College,"Early Childhood Education and Students with Disabilities Birth-2, B.S.",Blended,Bachelors,In Person,No,Dual,https://libraryftp.roberts.edu/undergraduate/majors-and-programs/early-childhood-and-special-education/
New York,Roberts Wesleyan College,Early Childhood Special Education 4 + 1 Undergrad to Grad,Blended,Integrated Bachelors/Masters,In Person,No,Dual,https://www.roberts.edu/catalog/?id=6738
New York,Roberts Wesleyan College,Early Childhood Special Education Master’s Degree Programs,Blended,Masters,In Person,No,Dual,https://www.roberts.edu/catalog/?id=6489
New York,Saint John Fisher College,Inclusive Childhood Education Early Childhood Certification Extension,Blended,Bachelors,In Person,No,Dual,https://www.sjf.edu/major-minors/inclusive-childhood-education/
New York,St Bonaventure University,"EARLY CHILDHOOD INCLUSIVE SPECIAL EDUCATION, MSED",Blended,Masters,Online,No,ECSE,https://www.sbu.edu/academics/msed-inclusive-special-education
New York,St Bonaventure University,"INCLUSIVE CHILDHOOD & EARLY CHILDHOOD EDUCATION, BS",Blended,Bachelors,In Person,No,Dual,https://www.sbu.edu/academics/childhood-education
New York,St. John's University-New York,"Teaching Children with Disabilities (B-2), Master of Science in Education",ECSE,Masters,In Person,No,ECSE,https://www.stjohns.edu/academics/programs/teaching-children-disabilities-b-2-master-science-education
New York,St. John's University-New York,"Early Childhood Education and Teaching Students with Disabilities (B-2), Master of Science in Education - Career Change",Dual,Masters,Hybrid,No,Dual,https://www.stjohns.edu/academics/programs/early-childhood-education-and-teaching-students-disabilities-b-2-master-science-education
New York,St. John's University-New York,"Early Childhood Education and Teaching Students with Disabilities (B-2), Master of Science in Education - Field Change",Dual,Masters,Hybrid,No,Dual,https://www.stjohns.edu/academics/programs/early-childhood-education-and-teaching-students-disabilities-b-2-master-science-education
New York,St. Joseph’s University-New York,LONG ISLAND INFANT/TODDLER EARLY CHILDHOOD SPECIAL EDUCATION DEGREE,ECSE,Masters,In Person,No,ECSE,https://www.sjny.edu/long-island/academics/graduate/degree/infant-toddler-early-childhood-special-education
New York,St. Joseph’s University-New York,"Child Study, B.A. - Brooklyn",Blended,Bachelors,In Person,No,"Dual, Elementary Ed, and Special Education",https://www.sjny.edu/brooklyn/academics/undergraduate/majors/child-study/curriculum
New York,St. Joseph’s University-New York,"CHILD STUDY, B.A. - Long Island",Blended,Bachelors,In Person,No,"Dual, Elementary Ed, and Special Education",https://www.sjny.edu/long-island/academics/undergraduate/majors/child-study/curriculum
New York,State University of New York at New Paltz,Early Childhood Special Education (Birth - Grade 2),ECSE,Masters,In Person,No,ECSE,https://catalog.newpaltz.edu/graduate/education/special-education/msed-special-education-early-childhood-special-education-birth-grade-2/
New York,SUNY at Fredonia,Childhood Inclusive Education & Literacy (B-12) Bachelor's to Master's (Multi-Award),Dual,Integrated Bachelors/Masters,In Person,No,"Dual, Elementary Ed, and Special Education",https://www.fredonia.edu/academics/colleges-schools/college-education/childhood-inclusive-education-literacy-b-12
New York,SUNY Buffalo State,Special Education and Childhood Education (M.S.Ed.),ECSE,Masters,In Person,No,ECSE,https://suny.buffalostate.edu/programs/bpid/21
New York,SUNY College at Plattsburgh,Special Education Master’s Programs - Birth – Grade 2,ECSE,Masters,In Person,No,ECSE,https://www.plattsburgh.edu/programs/special-education-masters-programs-for-birth-grade-12.html
New York,SUNY College at Plattsburgh,Special Education Master’s Programs - Birth – Grade 6,ECSE,Masters,In Person,No,ECSE,https://www.plattsburgh.edu/programs/special-education-masters-programs-for-birth-grade-12.html
New York,SUNY College at Potsdam,M.S.Ed. Special Education - Early Childhood (Birth-Grade 2),ECSE,Masters,In Person,No,ECSE,https://www.potsdam.edu/academics/SOEPS/teacher-education/programs-study/msed-special-education
New York,SUNY Cortland,Inclusive Early Childhood Education (Birth-Grade 2) Major,Blended,Bachelors,In Person,No,Dual,https://catalog.cortland.edu/preview_program.php?catoid=41&poid=7285&returnto=5344
New York,SUNY Oneonta,"Special Education: Early Childhood (Birth-Grade 2), M.S.Ed",ECSE,Masters,In Person,No,ECSE,https://suny.oneonta.edu/educational-psychology-counseling-and-special-education/majors-programs/special-education-mst-and
New York,SUNY Oneonta,"Special Education: Early Childhood (Birth-Grade 2), M.S.T.",ECSE,Masters,In Person,No,ECSE,https://suny.oneonta.edu/educational-psychology-counseling-and-special-education/majors-programs/special-education-mst-and
New York,Syracuse University,"Early Childhood Special Education (Birth-Grade 2), M.S.",ECSE,Masters,In Person,No,ECSE,https://soe.syr.edu/admissions/graduate/masters/early-childhood-special-education/
New York,Syracuse University,"Inclusive Early Childhood Special Education, B.S.",Blended,Bachelors,In Person,No,Dual,https://www.syracuse.edu/academics/undergraduate-majors-minors/inclusive-early-childhood-special-education/
New York,Teachers College at Columbia University,Applied Behavior Analysis Master of Arts | Dual Cert: Early Childhood/Childhood and Students with Disabilities,Dual,Masters,In Person,No,Dual,https://www.tc.columbia.edu/health-and-behavior-studies/applied-behavior-analysis/degrees--requirements/applied-behavior-analysis-ma-dual/
New York,Teachers College at Columbia University,MASTER OF EDUCATION (ED.M.) IN INTELLECTUAL DISABILITY/AUTISM (EARLY CHILDHOOD) With Dual Initial Certification in Early Childhood and Students with Disabilities (birth - grade 2),Dual,Masters,In Person,No,Dual,https://www.tc.columbia.edu/health-and-behavior-studies/intellectual-disability-autism/degrees--requirements/intellectual-disability-autism-edm-dual/
New York,Teachers College at Columbia University,M.A. IN EARLY CHILDHOOD EDUCATION & EARLY CHILDHOOD/TEACHING STUDENTS WITH DISABILITIES: DUAL CERTIFICATION,Blended,Masters,In Person,No,Dual,https://www.tc.columbia.edu/curriculum-and-teaching/early-childhood-education/degrees--requirements/early-childhood-education-special-education-ma-dual/
New York,Teachers College at Columbia University,M.A. IN EARLY CHILDHOOD EDUCATION & EARLY CHILDHOOD/TEACHING STUDENTS WITH DISABILITIES: DUAL CERTIFICATION + BILINGUAL EXTENSION,Blended,Masters,In Person,No,Dual,https://www.tc.columbia.edu/curriculum-and-teaching/early-childhood-education/degrees--requirements/early-childhood-education-special-education-ma-dual-extension/
New York,The College of Saint Rose,Special Education: Certification in Special Education - ADV CERT,ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.strose.edu/special-education/special-education-cas/
New York,The College of Saint Rose,Special Education: Early Childhood (Birth-Grade 2) - MSED,ECSE,Masters,In Person,No,ECSE,https://www.strose.edu/special-education/
New York,The College of Saint Rose,Special Education: Early Childhood (Birth-Grade 6) - MSED,ECSE,Masters,In Person,No,ECSE,http://strose.smartcatalogiq.com/en/2020-2022/Graduate-Catalog/Academic-Programs/The-Thelma-P-Lally-School-of-Education/Special-Education-Early-Childhood-and-Childhood-Birth-Grade-6-MSED
New York,The College of Saint Rose,Inclusive Early Childhood Education (Birth–Grade 2) - BS,Dual,Bachelors,In Person,No,Dual,https://strose.smartcatalogiq.com/en/2021-2023/catalog/programs-of-study/inclusive-early-childhood-education-birth-grade-2/
New York,Touro University New York,M.S. Degree in Early Childhood Education & Special Education (Birth-Grade 2),Blended,Masters,In Person,No,Dual,https://gse.touro.edu/academics/masters-programs/education--special-education/courses/early-childhood--special-education-birth-2/
New York,University of Rochester,M.S. in Early Childhood Education TA1 with Additional NYS certification for Teaching Students with Disabilities in Early Childhood (birth to grade 2) [DA1] (12 Additional Credits),Dual,Masters,In Person,No,Dual,https://www.warner.rochester.edu/degree/coursework/ms-early-childhood-education-birth-grade-2-0
New York,University of Rochester,Advanced Certificate in Inclusion Early Childhood Education (for current teachers w/ Master degree) DA1,Blended,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.warner.rochester.edu/degree/coursework/advanced-certificate-inclusion-early-childhood-education
New York,University of Rochester,M.S. in Inclusion Early Childhood Education (for current teachers) PA3,Blended,Masters,In Person,No,Dual,https://www.warner.rochester.edu/degree/coursework/ms-inclusion-early-childhood-education
New York,Wagner College,"Early Childhood Education/Students with Disabilities Birth -2
Program Requirements",Blended,Masters,In Person,No,Dual,https://wagner.edu/education/acadlife/grad/earlychildhood/
New York,Yeshiva University,Master of Arts in Early Childhood in Special Education - Advanced Standing Fast Track,ECSE,Masters,In Person,No,ECSE,https://www.yu.edu/ferkauf/special-education
